,type,year,quarter,application,order_type,adopter,adopted_child_sex,adopted_child_age,count
1799,Order granted,2011,2,Adoption,Standard,Step parent,Female,Other,9
1800,Order granted,2011,2,Adoption,Standard,Step parent,Male,1-4 years,27
1801,Order granted,2011,2,Adoption,Standard,Step parent,Male,10-14 years,72
1802,Order granted,2011,2,Adoption,Standard,Step parent,Male,15-17 years,9
1803,Order granted,2011,2,Adoption,Standard,Step parent,Male,5-9 years,60
1804,Order granted,2011,3,Adoption,Standard,M/F couple,Female,1-4 years,879
1805,Order granted,2011,3,Adoption,Standard,M/F couple,Female,10-14 years,27
1806,Order granted,2011,3,Adoption,Standard,M/F couple,Female,5-9 years,279
1807,Order granted,2011,3,Adoption,Standard,M/F couple,Female,<1 year,21
1808,Order granted,2011,3,Adoption,Standard,M/F couple,Male,1-4 years,801
1809,Order granted,2011,3,Adoption,Standard,M/F couple,Male,10-14 years,24
1810,Order granted,2011,3,Adoption,Standard,M/F couple,Male,15-17 years,6
1811,Order granted,2011,3,Adoption,Standard,M/F couple,Male,5-9 years,261
1812,Order granted,2011,3,Adoption,Standard,M/F couple,Male,<1 year,36
1813,Order granted,2011,3,Adoption,Standard,M/F couple,Male,Other,3
1814,Order granted,2011,3,Adoption,Standard,M/F couple,Unknown,Unknown,3
1815,Order granted,2011,3,Adoption,Standard,Other or not stated,Female,1-4 years,24
1816,Order granted,2011,3,Adoption,Standard,Other or not stated,Female,10-14 years,3
1817,Order granted,2011,3,Adoption,Standard,Other or not stated,Female,5-9 years,9
1818,Order granted,2011,3,Adoption,Standard,Other or not stated,Female,<1 year,3
1819,Order granted,2011,3,Adoption,Standard,Other or not stated,Male,1-4 years,18
1820,Order granted,2011,3,Adoption,Standard,Other or not stated,Male,10-14 years,6
1821,Order granted,2011,3,Adoption,Standard,Other or not stated,Male,15-17 years,3
1822,Order granted,2011,3,Adoption,Standard,Other or not stated,Male,5-9 years,18
1823,Order granted,2011,3,Adoption,Standard,Other or not stated,Male,<1 year,3
1824,Order granted,2011,3,Adoption,Standard,Other or not stated,Unknown,Unknown,3
1825,Order granted,2011,3,Adoption,Standard,Same sex couple,Female,1-4 years,33
1826,Order granted,2011,3,Adoption,Standard,Same sex couple,Female,5-9 years,12
1827,Order granted,2011,3,Adoption,Standard,Same sex couple,Male,1-4 years,48
1828,Order granted,2011,3,Adoption,Standard,Same sex couple,Male,5-9 years,30
1829,Order granted,2011,3,Adoption,Standard,Sole applicant,Female,1-4 years,48
1830,Order granted,2011,3,Adoption,Standard,Sole applicant,Female,10-14 years,24
1831,Order granted,2011,3,Adoption,Standard,Sole applicant,Female,15-17 years,9
1832,Order granted,2011,3,Adoption,Standard,Sole applicant,Female,5-9 years,48
1833,Order granted,2011,3,Adoption,Standard,Sole applicant,Female,<1 year,6
1834,Order granted,2011,3,Adoption,Standard,Sole applicant,Female,Other,3
1835,Order granted,2011,3,Adoption,Standard,Sole applicant,Male,1-4 years,66
1836,Order granted,2011,3,Adoption,Standard,Sole applicant,Male,10-14 years,54
1837,Order granted,2011,3,Adoption,Standard,Sole applicant,Male,15-17 years,9
1838,Order granted,2011,3,Adoption,Standard,Sole applicant,Male,5-9 years,66
1839,Order granted,2011,3,Adoption,Standard,Step parent,Female,1-4 years,12
1840,Order granted,2011,3,Adoption,Standard,Step parent,Female,10-14 years,96
1841,Order granted,2011,3,Adoption,Standard,Step parent,Female,15-17 years,39
1842,Order granted,2011,3,Adoption,Standard,Step parent,Female,5-9 years,54
1843,Order granted,2011,3,Adoption,Standard,Step parent,Male,1-4 years,3
1844,Order granted,2011,3,Adoption,Standard,Step parent,Male,10-14 years,81
1845,Order granted,2011,3,Adoption,Standard,Step parent,Male,15-17 years,15
1846,Order granted,2011,3,Adoption,Standard,Step parent,Male,5-9 years,72
1847,Order granted,2011,3,Adoption,Standard,Step parent,Male,Other,3
1848,Order granted,2011,4,Adoption,Standard,M/F couple,Female,1-4 years,903
1849,Order granted,2011,4,Adoption,Standard,M/F couple,Female,10-14 years,15
1850,Order granted,2011,4,Adoption,Standard,M/F couple,Female,15-17 years,6
1851,Order granted,2011,4,Adoption,Standard,M/F couple,Female,5-9 years,219
1852,Order granted,2011,4,Adoption,Standard,M/F couple,Female,<1 year,24
1853,Order granted,2011,4,Adoption,Standard,M/F couple,Male,1-4 years,957
1854,Order granted,2011,4,Adoption,Standard,M/F couple,Male,10-14 years,42
1855,Order granted,2011,4,Adoption,Standard,M/F couple,Male,5-9 years,180
1856,Order granted,2011,4,Adoption,Standard,M/F couple,Male,<1 year,30
1857,Order granted,2011,4,Adoption,Standard,Other or not stated,Female,1-4 years,15
1858,Order granted,2011,4,Adoption,Standard,Other or not stated,Female,10-14 years,3
1859,Order granted,2011,4,Adoption,Standard,Other or not stated,Male,1-4 years,24
1860,Order granted,2011,4,Adoption,Standard,Same sex couple,Female,1-4 years,39
1861,Order granted,2011,4,Adoption,Standard,Same sex couple,Female,5-9 years,21
1862,Order granted,2011,4,Adoption,Standard,Same sex couple,Male,1-4 years,57
1863,Order granted,2011,4,Adoption,Standard,Same sex couple,Male,5-9 years,33
1864,Order granted,2011,4,Adoption,Standard,Sole applicant,Female,1-4 years,147
1865,Order granted,2011,4,Adoption,Standard,Sole applicant,Female,10-14 years,57
1866,Order granted,2011,4,Adoption,Standard,Sole applicant,Female,15-17 years,24
1867,Order granted,2011,4,Adoption,Standard,Sole applicant,Female,5-9 years,99
1868,Order granted,2011,4,Adoption,Standard,Sole applicant,Female,Other,6
1869,Order granted,2011,4,Adoption,Standard,Sole applicant,Male,1-4 years,96
1870,Order granted,2011,4,Adoption,Standard,Sole applicant,Male,10-14 years,36
1871,Order granted,2011,4,Adoption,Standard,Sole applicant,Male,15-17 years,9
1872,Order granted,2011,4,Adoption,Standard,Sole applicant,Male,5-9 years,66
1873,Order granted,2011,4,Adoption,Standard,Sole applicant,Male,<1 year,3
1874,Order granted,2011,4,Adoption,Standard,Sole applicant,Male,Other,3
1875,Order granted,2011,4,Adoption,Standard,Step parent,Female,1-4 years,21
1876,Order granted,2011,4,Adoption,Standard,Step parent,Female,10-14 years,102
1877,Order granted,2011,4,Adoption,Standard,Step parent,Female,15-17 years,12
1878,Order granted,2011,4,Adoption,Standard,Step parent,Female,5-9 years,60
1879,Order granted,2011,4,Adoption,Standard,Step parent,Female,Other,6
1880,Order granted,2011,4,Adoption,Standard,Step parent,Male,1-4 years,21
1881,Order granted,2011,4,Adoption,Standard,Step parent,Male,10-14 years,75
1882,Order granted,2011,4,Adoption,Standard,Step parent,Male,15-17 years,33
1883,Order granted,2011,4,Adoption,Standard,Step parent,Male,5-9 years,57
1884,Order granted,2012,1,Adoption,Standard,M/F couple,Female,1-4 years,876
1885,Order granted,2012,1,Adoption,Standard,M/F couple,Female,10-14 years,15
1886,Order granted,2012,1,Adoption,Standard,M/F couple,Female,5-9 years,198
1887,Order granted,2012,1,Adoption,Standard,M/F couple,Female,<1 year,48
1888,Order granted,2012,1,Adoption,Standard,M/F couple,Male,1-4 years,924
1889,Order granted,2012,1,Adoption,Standard,M/F couple,Male,10-14 years,30
1890,Order granted,2012,1,Adoption,Standard,M/F couple,Male,15-17 years,3
1891,Order granted,2012,1,Adoption,Standard,M/F couple,Male,5-9 years,252
1892,Order granted,2012,1,Adoption,Standard,M/F couple,Male,<1 year,39
1893,Order granted,2012,1,Adoption,Standard,Other or not stated,Female,1-4 years,3
1894,Order granted,2012,1,Adoption,Standard,Other or not stated,Female,15-17 years,3
1895,Order granted,2012,1,Adoption,Standard,Other or not stated,Female,5-9 years,3
1896,Order granted,2012,1,Adoption,Standard,Other or not stated,Male,1-4 years,15
1897,Order granted,2012,1,Adoption,Standard,Other or not stated,Male,10-14 years,3
1898,Order granted,2012,1,Adoption,Standard,Other or not stated,Male,15-17 years,3
1899,Order granted,2012,1,Adoption,Standard,Other or not stated,Male,5-9 years,6
1900,Order granted,2012,1,Adoption,Standard,Other or not stated,Unknown,Unknown,3
1901,Order granted,2012,1,Adoption,Standard,Same sex couple,Female,1-4 years,39
1902,Order granted,2012,1,Adoption,Standard,Same sex couple,Female,10-14 years,3
1903,Order granted,2012,1,Adoption,Standard,Same sex couple,Female,5-9 years,9
1904,Order granted,2012,1,Adoption,Standard,Same sex couple,Female,<1 year,3
1905,Order granted,2012,1,Adoption,Standard,Same sex couple,Male,1-4 years,66
1906,Order granted,2012,1,Adoption,Standard,Same sex couple,Male,5-9 years,54
1907,Order granted,2012,1,Adoption,Standard,Same sex couple,Male,<1 year,3
1908,Order granted,2012,1,Adoption,Standard,Sole applicant,Female,1-4 years,120
1909,Order granted,2012,1,Adoption,Standard,Sole applicant,Female,10-14 years,42
1910,Order granted,2012,1,Adoption,Standard,Sole applicant,Female,15-17 years,21
1911,Order granted,2012,1,Adoption,Standard,Sole applicant,Female,5-9 years,105
1912,Order granted,2012,1,Adoption,Standard,Sole applicant,Male,1-4 years,99
1913,Order granted,2012,1,Adoption,Standard,Sole applicant,Male,10-14 years,45
1914,Order granted,2012,1,Adoption,Standard,Sole applicant,Male,15-17 years,21
1915,Order granted,2012,1,Adoption,Standard,Sole applicant,Male,5-9 years,84
1916,Order granted,2012,1,Adoption,Standard,Sole applicant,Male,<1 year,3
1917,Order granted,2012,1,Adoption,Standard,Sole applicant,Male,Other,3
1918,Order granted,2012,1,Adoption,Standard,Step parent,Female,1-4 years,9
1919,Order granted,2012,1,Adoption,Standard,Step parent,Female,10-14 years,63
1920,Order granted,2012,1,Adoption,Standard,Step parent,Female,15-17 years,36
1921,Order granted,2012,1,Adoption,Standard,Step parent,Female,5-9 years,51
1922,Order granted,2012,1,Adoption,Standard,Step parent,Male,1-4 years,21
1923,Order granted,2012,1,Adoption,Standard,Step parent,Male,10-14 years,60
1924,Order granted,2012,1,Adoption,Standard,Step parent,Male,15-17 years,21
1925,Order granted,2012,1,Adoption,Standard,Step parent,Male,5-9 years,60
1926,Order granted,2012,2,Adoption,Standard,M/F couple,Female,1-4 years,942
1927,Order granted,2012,2,Adoption,Standard,M/F couple,Female,10-14 years,36
1928,Order granted,2012,2,Adoption,Standard,M/F couple,Female,15-17 years,15
1929,Order granted,2012,2,Adoption,Standard,M/F couple,Female,5-9 years,246
1930,Order granted,2012,2,Adoption,Standard,M/F couple,Female,<1 year,24
1931,Order granted,2012,2,Adoption,Standard,M/F couple,Male,1-4 years,966
1932,Order granted,2012,2,Adoption,Standard,M/F couple,Male,10-14 years,33
1933,Order granted,2012,2,Adoption,Standard,M/F couple,Male,15-17 years,3
1934,Order granted,2012,2,Adoption,Standard,M/F couple,Male,5-9 years,216
1935,Order granted,2012,2,Adoption,Standard,M/F couple,Male,<1 year,42
1936,Order granted,2012,2,Adoption,Standard,Other or not stated,Female,1-4 years,6
1937,Order granted,2012,2,Adoption,Standard,Other or not stated,Female,10-14 years,6
1938,Order granted,2012,2,Adoption,Standard,Other or not stated,Female,15-17 years,3
1939,Order granted,2012,2,Adoption,Standard,Other or not stated,Male,1-4 years,15
1940,Order granted,2012,2,Adoption,Standard,Other or not stated,Male,5-9 years,6
1941,Order granted,2012,2,Adoption,Standard,Same sex couple,Female,1-4 years,27
1942,Order granted,2012,2,Adoption,Standard,Same sex couple,Female,10-14 years,3
1943,Order granted,2012,2,Adoption,Standard,Same sex couple,Female,5-9 years,6
1944,Order granted,2012,2,Adoption,Standard,Same sex couple,Male,1-4 years,87
1945,Order granted,2012,2,Adoption,Standard,Same sex couple,Male,5-9 years,36
1946,Order granted,2012,2,Adoption,Standard,Same sex couple,Male,<1 year,3
1947,Order granted,2012,2,Adoption,Standard,Sole applicant,Female,1-4 years,81
1948,Order granted,2012,2,Adoption,Standard,Sole applicant,Female,10-14 years,81
1949,Order granted,2012,2,Adoption,Standard,Sole applicant,Female,15-17 years,15
1950,Order granted,2012,2,Adoption,Standard,Sole applicant,Female,5-9 years,111
1951,Order granted,2012,2,Adoption,Standard,Sole applicant,Female,<1 year,3
1952,Order granted,2012,2,Adoption,Standard,Sole applicant,Female,Other,3
1953,Order granted,2012,2,Adoption,Standard,Sole applicant,Male,1-4 years,117
1954,Order granted,2012,2,Adoption,Standard,Sole applicant,Male,10-14 years,63
1955,Order granted,2012,2,Adoption,Standard,Sole applicant,Male,15-17 years,30
1956,Order granted,2012,2,Adoption,Standard,Sole applicant,Male,5-9 years,111
1957,Order granted,2012,2,Adoption,Standard,Sole applicant,Male,<1 year,3
1958,Order granted,2012,2,Adoption,Standard,Sole applicant,Male,Other,3
1959,Order granted,2012,2,Adoption,Standard,Step parent,Female,1-4 years,15
1960,Order granted,2012,2,Adoption,Standard,Step parent,Female,10-14 years,63
1961,Order granted,2012,2,Adoption,Standard,Step parent,Female,15-17 years,18
1962,Order granted,2012,2,Adoption,Standard,Step parent,Female,5-9 years,51
1963,Order granted,2012,2,Adoption,Standard,Step parent,Female,Other,9
1964,Order granted,2012,2,Adoption,Standard,Step parent,Male,1-4 years,3
1965,Order granted,2012,2,Adoption,Standard,Step parent,Male,10-14 years,54
1966,Order granted,2012,2,Adoption,Standard,Step parent,Male,15-17 years,15
1967,Order granted,2012,2,Adoption,Standard,Step parent,Male,5-9 years,45
1968,Order granted,2012,2,Adoption,Standard,Step parent,Male,Other,6
1969,Order granted,2012,3,Adoption,Standard,M/F couple,Female,1-4 years,948
1970,Order granted,2012,3,Adoption,Standard,M/F couple,Female,10-14 years,42
1971,Order granted,2012,3,Adoption,Standard,M/F couple,Female,15-17 years,9
1972,Order granted,2012,3,Adoption,Standard,M/F couple,Female,5-9 years,297
1973,Order granted,2012,3,Adoption,Standard,M/F couple,Female,<1 year,30
1974,Order granted,2012,3,Adoption,Standard,M/F couple,Male,1-4 years,1068
1975,Order granted,2012,3,Adoption,Standard,M/F couple,Male,10-14 years,18
1976,Order granted,2012,3,Adoption,Standard,M/F couple,Male,5-9 years,291
1977,Order granted,2012,3,Adoption,Standard,M/F couple,Male,<1 year,21
1978,Order granted,2012,3,Adoption,Standard,Other or not stated,Female,1-4 years,9
1979,Order granted,2012,3,Adoption,Standard,Other or not stated,Female,10-14 years,3
1980,Order granted,2012,3,Adoption,Standard,Other or not stated,Male,1-4 years,9
1981,Order granted,2012,3,Adoption,Standard,Other or not stated,Male,10-14 years,3
1982,Order granted,2012,3,Adoption,Standard,Other or not stated,Male,5-9 years,3
1983,Order granted,2012,3,Adoption,Standard,Same sex couple,Female,1-4 years,42
1984,Order granted,2012,3,Adoption,Standard,Same sex couple,Female,10-14 years,6
1985,Order granted,2012,3,Adoption,Standard,Same sex couple,Female,5-9 years,27
1986,Order granted,2012,3,Adoption,Standard,Same sex couple,Male,1-4 years,87
1987,Order granted,2012,3,Adoption,Standard,Same sex couple,Male,10-14 years,3
1988,Order granted,2012,3,Adoption,Standard,Same sex couple,Male,5-9 years,33
1989,Order granted,2012,3,Adoption,Standard,Sole applicant,Female,1-4 years,114
1990,Order granted,2012,3,Adoption,Standard,Sole applicant,Female,10-14 years,45
1991,Order granted,2012,3,Adoption,Standard,Sole applicant,Female,15-17 years,24
1992,Order granted,2012,3,Adoption,Standard,Sole applicant,Female,5-9 years,132
1993,Order granted,2012,3,Adoption,Standard,Sole applicant,Female,<1 year,3
1994,Order granted,2012,3,Adoption,Standard,Sole applicant,Male,1-4 years,102
1995,Order granted,2012,3,Adoption,Standard,Sole applicant,Male,10-14 years,57
1996,Order granted,2012,3,Adoption,Standard,Sole applicant,Male,15-17 years,12
1997,Order granted,2012,3,Adoption,Standard,Sole applicant,Male,5-9 years,93
1998,Order granted,2012,3,Adoption,Standard,Sole applicant,Male,Other,3
1999,Order granted,2012,3,Adoption,Standard,Step parent,Female,1-4 years,36
2000,Order granted,2012,3,Adoption,Standard,Step parent,Female,10-14 years,69
2001,Order granted,2012,3,Adoption,Standard,Step parent,Female,15-17 years,21
2002,Order granted,2012,3,Adoption,Standard,Step parent,Female,5-9 years,39
2003,Order granted,2012,3,Adoption,Standard,Step parent,Female,<1 year,3
2004,Order granted,2012,3,Adoption,Standard,Step parent,Female,Other,3
2005,Order granted,2012,3,Adoption,Standard,Step parent,Male,1-4 years,30
2006,Order granted,2012,3,Adoption,Standard,Step parent,Male,10-14 years,84
2007,Order granted,2012,3,Adoption,Standard,Step parent,Male,15-17 years,27
2008,Order granted,2012,3,Adoption,Standard,Step parent,Male,5-9 years,36
2009,Order granted,2012,3,Adoption,Standard,Step parent,Male,<1 year,3
2010,Order granted,2012,3,Adoption,Standard,Step parent,Male,Other,6
2011,Order granted,2012,4,Adoption,Standard,M/F couple,Female,1-4 years,1086
2012,Order granted,2012,4,Adoption,Standard,M/F couple,Female,10-14 years,6
2013,Order granted,2012,4,Adoption,Standard,M/F couple,Female,5-9 years,252
2014,Order granted,2012,4,Adoption,Standard,M/F couple,Female,<1 year,63
2015,Order granted,2012,4,Adoption,Standard,M/F couple,Male,1-4 years,1053
2016,Order granted,2012,4,Adoption,Standard,M/F couple,Male,10-14 years,15
2017,Order granted,2012,4,Adoption,Standard,M/F couple,Male,15-17 years,6
2018,Order granted,2012,4,Adoption,Standard,M/F couple,Male,5-9 years,285
2019,Order granted,2012,4,Adoption,Standard,M/F couple,Male,<1 year,54
2020,Order granted,2012,4,Adoption,Standard,Other or not stated,Female,1-4 years,12
2021,Order granted,2012,4,Adoption,Standard,Other or not stated,Female,5-9 years,9
2022,Order granted,2012,4,Adoption,Standard,Other or not stated,Male,1-4 years,15
2023,Order granted,2012,4,Adoption,Standard,Other or not stated,Male,5-9 years,9
2024,Order granted,2012,4,Adoption,Standard,Same sex couple,Female,1-4 years,93
2025,Order granted,2012,4,Adoption,Standard,Same sex couple,Female,5-9 years,42
2026,Order granted,2012,4,Adoption,Standard,Same sex couple,Male,1-4 years,102
2027,Order granted,2012,4,Adoption,Standard,Same sex couple,Male,5-9 years,60
2028,Order granted,2012,4,Adoption,Standard,Sole applicant,Female,1-4 years,156
2029,Order granted,2012,4,Adoption,Standard,Sole applicant,Female,10-14 years,48
2030,Order granted,2012,4,Adoption,Standard,Sole applicant,Female,15-17 years,21
2031,Order granted,2012,4,Adoption,Standard,Sole applicant,Female,5-9 years,147
2032,Order granted,2012,4,Adoption,Standard,Sole applicant,Female,<1 year,9
2033,Order granted,2012,4,Adoption,Standard,Sole applicant,Male,1-4 years,147
2034,Order granted,2012,4,Adoption,Standard,Sole applicant,Male,10-14 years,48
2035,Order granted,2012,4,Adoption,Standard,Sole applicant,Male,15-17 years,6
2036,Order granted,2012,4,Adoption,Standard,Sole applicant,Male,5-9 years,105
2037,Order granted,2012,4,Adoption,Standard,Step parent,Female,1-4 years,21
2038,Order granted,2012,4,Adoption,Standard,Step parent,Female,10-14 years,72
2039,Order granted,2012,4,Adoption,Standard,Step parent,Female,15-17 years,24
2040,Order granted,2012,4,Adoption,Standard,Step parent,Female,5-9 years,42
2041,Order granted,2012,4,Adoption,Standard,Step parent,Female,Other,3
2042,Order granted,2012,4,Adoption,Standard,Step parent,Male,1-4 years,30
2043,Order granted,2012,4,Adoption,Standard,Step parent,Male,10-14 years,60
2044,Order granted,2012,4,Adoption,Standard,Step parent,Male,15-17 years,21
2045,Order granted,2012,4,Adoption,Standard,Step parent,Male,5-9 years,57
2046,Order granted,2012,4,Adoption,Standard,Step parent,Male,Other,6
2047,Order granted,2013,1,Adoption,Standard,M/F couple,Female,1-4 years,1092
2048,Order granted,2013,1,Adoption,Standard,M/F couple,Female,10-14 years,33
2049,Order granted,2013,1,Adoption,Standard,M/F couple,Female,15-17 years,6
2050,Order granted,2013,1,Adoption,Standard,M/F couple,Female,5-9 years,243
2051,Order granted,2013,1,Adoption,Standard,M/F couple,Female,<1 year,39
2052,Order granted,2013,1,Adoption,Standard,M/F couple,Female,Other,3
2053,Order granted,2013,1,Adoption,Standard,M/F couple,Male,1-4 years,1080
2054,Order granted,2013,1,Adoption,Standard,M/F couple,Male,10-14 years,3
2055,Order granted,2013,1,Adoption,Standard,M/F couple,Male,5-9 years,288
2056,Order granted,2013,1,Adoption,Standard,M/F couple,Male,<1 year,24
2057,Order granted,2013,1,Adoption,Standard,Other or not stated,Female,1-4 years,12
2058,Order granted,2013,1,Adoption,Standard,Other or not stated,Female,5-9 years,6
2059,Order granted,2013,1,Adoption,Standard,Other or not stated,Male,1-4 years,6
2060,Order granted,2013,1,Adoption,Standard,Other or not stated,Unknown,Unknown,3
2061,Order granted,2013,1,Adoption,Standard,Same sex couple,Female,1-4 years,78
2062,Order granted,2013,1,Adoption,Standard,Same sex couple,Female,5-9 years,21
2063,Order granted,2013,1,Adoption,Standard,Same sex couple,Male,1-4 years,105
2064,Order granted,2013,1,Adoption,Standard,Same sex couple,Male,10-14 years,6
2065,Order granted,2013,1,Adoption,Standard,Same sex couple,Male,5-9 years,42
2066,Order granted,2013,1,Adoption,Standard,Sole applicant,Female,1-4 years,138
2067,Order granted,2013,1,Adoption,Standard,Sole applicant,Female,10-14 years,33
2068,Order granted,2013,1,Adoption,Standard,Sole applicant,Female,15-17 years,9
2069,Order granted,2013,1,Adoption,Standard,Sole applicant,Female,5-9 years,108
2070,Order granted,2013,1,Adoption,Standard,Sole applicant,Male,1-4 years,111
2071,Order granted,2013,1,Adoption,Standard,Sole applicant,Male,10-14 years,51
2072,Order granted,2013,1,Adoption,Standard,Sole applicant,Male,15-17 years,9
2073,Order granted,2013,1,Adoption,Standard,Sole applicant,Male,5-9 years,87
2074,Order granted,2013,1,Adoption,Standard,Sole applicant,Male,<1 year,3
2075,Order granted,2013,1,Adoption,Standard,Sole applicant,Unknown,Unknown,3
2076,Order granted,2013,1,Adoption,Standard,Step parent,Female,1-4 years,18
2077,Order granted,2013,1,Adoption,Standard,Step parent,Female,10-14 years,45
2078,Order granted,2013,1,Adoption,Standard,Step parent,Female,15-17 years,12
2079,Order granted,2013,1,Adoption,Standard,Step parent,Female,5-9 years,42
2080,Order granted,2013,1,Adoption,Standard,Step parent,Female,Other,3
2081,Order granted,2013,1,Adoption,Standard,Step parent,Male,1-4 years,12
2082,Order granted,2013,1,Adoption,Standard,Step parent,Male,10-14 years,39
2083,Order granted,2013,1,Adoption,Standard,Step parent,Male,15-17 years,21
2084,Order granted,2013,1,Adoption,Standard,Step parent,Male,5-9 years,48
2085,Order granted,2013,1,Adoption,Standard,Step parent,Male,Other,6
2086,Order granted,2013,1,Adoption,Standard,Step parent,Unknown,Unknown,3
2087,Order granted,2013,2,Adoption,Standard,M/F couple,Female,1-4 years,1308
2088,Order granted,2013,2,Adoption,Standard,M/F couple,Female,10-14 years,27
2089,Order granted,2013,2,Adoption,Standard,M/F couple,Female,15-17 years,3
2090,Order granted,2013,2,Adoption,Standard,M/F couple,Female,5-9 years,330
2091,Order granted,2013,2,Adoption,Standard,M/F couple,Female,<1 year,72
2092,Order granted,2013,2,Adoption,Standard,M/F couple,Male,1-4 years,1251
2093,Order granted,2013,2,Adoption,Standard,M/F couple,Male,10-14 years,21
2094,Order granted,2013,2,Adoption,Standard,M/F couple,Male,5-9 years,303
2095,Order granted,2013,2,Adoption,Standard,M/F couple,Male,<1 year,60
2096,Order granted,2013,2,Adoption,Standard,Other or not stated,Female,1-4 years,24
2097,Order granted,2013,2,Adoption,Standard,Other or not stated,Female,10-14 years,3
2098,Order granted,2013,2,Adoption,Standard,Other or not stated,Female,5-9 years,9
2099,Order granted,2013,2,Adoption,Standard,Other or not stated,Male,1-4 years,27
2100,Order granted,2013,2,Adoption,Standard,Other or not stated,Male,10-14 years,3
2101,Order granted,2013,2,Adoption,Standard,Other or not stated,Male,5-9 years,12
2102,Order granted,2013,2,Adoption,Standard,Same sex couple,Female,1-4 years,81
2103,Order granted,2013,2,Adoption,Standard,Same sex couple,Female,5-9 years,30
2104,Order granted,2013,2,Adoption,Standard,Same sex couple,Female,<1 year,3
2105,Order granted,2013,2,Adoption,Standard,Same sex couple,Male,1-4 years,192
2106,Order granted,2013,2,Adoption,Standard,Same sex couple,Male,5-9 years,45
2107,Order granted,2013,2,Adoption,Standard,Same sex couple,Male,<1 year,3
2108,Order granted,2013,2,Adoption,Standard,Sole applicant,Female,1-4 years,147
2109,Order granted,2013,2,Adoption,Standard,Sole applicant,Female,10-14 years,69
2110,Order granted,2013,2,Adoption,Standard,Sole applicant,Female,15-17 years,27
2111,Order granted,2013,2,Adoption,Standard,Sole applicant,Female,5-9 years,114
2112,Order granted,2013,2,Adoption,Standard,Sole applicant,Female,<1 year,6
2113,Order granted,2013,2,Adoption,Standard,Sole applicant,Male,1-4 years,135
2114,Order granted,2013,2,Adoption,Standard,Sole applicant,Male,10-14 years,48
2115,Order granted,2013,2,Adoption,Standard,Sole applicant,Male,15-17 years,3
2116,Order granted,2013,2,Adoption,Standard,Sole applicant,Male,5-9 years,102
2117,Order granted,2013,2,Adoption,Standard,Sole applicant,Male,<1 year,3
2118,Order granted,2013,2,Adoption,Standard,Sole applicant,Male,Other,3
2119,Order granted,2013,2,Adoption,Standard,Step parent,Female,1-4 years,9
2120,Order granted,2013,2,Adoption,Standard,Step parent,Female,10-14 years,48
2121,Order granted,2013,2,Adoption,Standard,Step parent,Female,15-17 years,18
2122,Order granted,2013,2,Adoption,Standard,Step parent,Female,5-9 years,39
2123,Order granted,2013,2,Adoption,Standard,Step parent,Female,<1 year,3
2124,Order granted,2013,2,Adoption,Standard,Step parent,Female,Other,6
2125,Order granted,2013,2,Adoption,Standard,Step parent,Male,1-4 years,9
2126,Order granted,2013,2,Adoption,Standard,Step parent,Male,10-14 years,54
2127,Order granted,2013,2,Adoption,Standard,Step parent,Male,15-17 years,24
2128,Order granted,2013,2,Adoption,Standard,Step parent,Male,5-9 years,42
2129,Order granted,2013,2,Adoption,Standard,Step parent,Male,<1 year,3
2130,Order granted,2013,3,Adoption,Standard,M/F couple,Female,1-4 years,1335
2131,Order granted,2013,3,Adoption,Standard,M/F couple,Female,10-14 years,18
2132,Order granted,2013,3,Adoption,Standard,M/F couple,Female,5-9 years,309
2133,Order granted,2013,3,Adoption,Standard,M/F couple,Female,<1 year,66
2134,Order granted,2013,3,Adoption,Standard,M/F couple,Male,1-4 years,1236
2135,Order granted,2013,3,Adoption,Standard,M/F couple,Male,10-14 years,21
2136,Order granted,2013,3,Adoption,Standard,M/F couple,Male,15-17 years,6
2137,Order granted,2013,3,Adoption,Standard,M/F couple,Male,5-9 years,273
2138,Order granted,2013,3,Adoption,Standard,M/F couple,Male,<1 year,51
2139,Order granted,2013,3,Adoption,Standard,Other or not stated,Female,1-4 years,9
2140,Order granted,2013,3,Adoption,Standard,Other or not stated,Female,10-14 years,3
2141,Order granted,2013,3,Adoption,Standard,Other or not stated,Female,5-9 years,3
2142,Order granted,2013,3,Adoption,Standard,Other or not stated,Male,1-4 years,18
2143,Order granted,2013,3,Adoption,Standard,Other or not stated,Male,5-9 years,6
2144,Order granted,2013,3,Adoption,Standard,Same sex couple,Female,1-4 years,84
2145,Order granted,2013,3,Adoption,Standard,Same sex couple,Female,5-9 years,18
2146,Order granted,2013,3,Adoption,Standard,Same sex couple,Male,1-4 years,132
2147,Order granted,2013,3,Adoption,Standard,Same sex couple,Male,10-14 years,6
2148,Order granted,2013,3,Adoption,Standard,Same sex couple,Male,5-9 years,54
2149,Order granted,2013,3,Adoption,Standard,Same sex couple,Male,<1 year,3
2150,Order granted,2013,3,Adoption,Standard,Sole applicant,Female,1-4 years,120
2151,Order granted,2013,3,Adoption,Standard,Sole applicant,Female,10-14 years,39
2152,Order granted,2013,3,Adoption,Standard,Sole applicant,Female,15-17 years,33
2153,Order granted,2013,3,Adoption,Standard,Sole applicant,Female,5-9 years,102
2154,Order granted,2013,3,Adoption,Standard,Sole applicant,Female,Other,6
2155,Order granted,2013,3,Adoption,Standard,Sole applicant,Male,1-4 years,123
